,author,content,sentiment
2059,zymandthebean,@AmalSyazwani i shorry bebeh  it okeh ada one more chance.,worry
8459,ilfiore,"Have ordered the cuuutest invitations for my new nieceï¿½s Christening, and they just arrived back in SA.  Sorry that I wont make it myself",happiness
19260,levisgirl23,Lack of sleep leads to major head ach,worry
29624,WOAHAmber,"We did it last year right around the time The Black Parade is Dead! came out. Awesome times, man.",happiness
23055,stephaniiex,Happy Bank Holiday,happiness
35768,drlnmey,i love the music video of you belong with me by taylor,love
30732,youngstar6gpth,on the north im BOOMIN!!!.. lol.. fucc the club dog i rather count a million buccz!!!..  ..THEY CALL ME STARBUCCZ BITCH!!!..,enthusiasm
18399,iamaplatypus,"@yelyahwilliams it could be a bad idea, Hayley",worry
25115,yssems,@moonsgirl Be my guest !,neutral
4842,ninimuc,i feel like taking a day off but cannot afford it  looking forward to the dfb cup final tmrw night though. go werder!!!,enthusiasm
18391,RaymondChampion,"is sore from weight lifting  However, it's the good kind of sore that gives you man-boobs you can move with the power of your mind alone!",enthusiasm
18519,MaraBG,@jimwtodd I don't know! She never answered me,worry
29264,Cara_Jo,"@Paul_Coleman Looks a little too &quot;fried&quot; for me, but you have fun with that, Paul!",worry
20956,JonasLovato24,I AM OFFICIALLY CELEBRATING MY 400TH TWEET. Wow! I am so proud  Its great.,happiness
5135,fijma,wishing I got fij,sadness
7768,jacquerowland,last #ff  @Mel_Diesel @vja4041 @DemonFactory @shawnmcguirt @SEO_Web_Design @ChuckSwanson @agracing @confidentgolf @tluckow @legalblonde31,neutral
36646,Shaun_R,"Downloaded EeeControl for my Eee PC today. Was playing with the settings to make the fan kick in at 1500RPM if above 55C, 0RPM if under..",neutral
34290,samsue89,happy mother's day to all the moms out there. i hope i never join that crowd,love
34122,katelynroseee,@mariapaulaa i KNOW! AHH!  so fun!,fun
12431,chasenlehara,"I just got back from lunch at Rick &amp; Brianï¿½s Cafe with my father; I had the French Dip and it was good, but his omelette was burnt.",neutral
20556,mariusdima,@tytel neatza. pe plantatie as usual,neutral
18770,KyleAppel,Looks like I got a defective MacBook,worry
11098,aokgirl,Been i while since i've been on.... bogged under with exams!  Eugh. At least theres only 2 left!! Britains Got Talent!!,neutral
25665,NellBellz,Buenos Dias mundo de Twitter  eating b-fast and watching &quot;sex on fire&quot; video b4 I go to work !,happiness
35114,PinkWind,"@kmergs It is, Pinkwind is a thing from Vanessa's dad. And My sister made me that SN in the 4th grade",love
27417,beautifulcurare,@IamRah Peace to you too  How's the day treating you?,neutral
19066,arianna1234,Just got home from school LOL 2 1/2 weeks left yay!!! Then off 2 summer school,sadness
39193,sharebrain,yeah .... just bought tickets for Pearl Jam in August,happiness
31597,AGolden1,"@studio8 --sorry for running over uncle Terry, but he just wasn't living up to his potential. expecting more from his next return.",worry
36677,InfectedBoot,4am. And Im on the beach. Pretty,worry
26447,mikygrl,my sugar-free redbull is on sale at Winn Dixie woo hoo!  I am going to need them this week,fun
3198,xoxoshahirah,@drumstickboy I also used to be close with adiel and sabby. But now they changed alot. I like when we were in sec 1.,sadness
4304,KelseyHency,"@lukeholland  I am mid-detox, I won't eat any",neutral
39182,Janey_x,shower time,sadness
24328,Xhumonne,"incredibly cliched at this point, but May the Fourth be with me today!",neutral
21807,divxdownloads,"Streamyx is pretty fine here, downloading Heroes and Smallville and also a movie. I'll still call it screwmyx though   // cool http:/ ...",relief
12324,Booshette,@BeansOnToasted NOOOOO I hate traffic,worry
31514,coyotetoo,"@Praxilla As opposed to twitter, where all we can do is talk to people.  SL is fun. I already have way too many ways to distract myself.",relief
34138,nintya,i'm addicted to home,sadness
6876,Gend0,it will be my second year that i will not be there,sadness
12909,amandejonas,@gfalcone601 tom is not with u!  hahahahahahhah he's with my bff,happiness
622,alanajuteau,last night in newport,neutral
26805,charris0213,"one final down, two more to go!! wish me luck!! no a great effort!!",worry
35125,katelaker_,"@melissamark_ hehe go dye it beb! put more blonde innn  mine is lighter than it was, left it in  a bit too long oops&gt;&lt;",love
9188,itzT,waaa the octo drive and i can't go for it,sadness
39394,SeanKing93,"@BryonyCatrin hey hey, some else has twitter!",happiness
39408,artbyeve,"Happy Mother's Day, Moms!!! You are wonderful!! Have a great day",love
39315,ChreeesDunn,Currently in costa coffee  im liking this place more and more. Were sat in the business lounge. ooo were businessy today.,love
29832,kristinemac,"getting ready to go read, pray, and go to bed. Enjoy the rest of the night",happiness
29915,tEAM17EdWARd,Omg. i love my parents i juss got a lavender camera as an early birthday present!!!,surprise
23081,brmbds,@PembsDave Hope you're having a relaxing day. I feel so laid back I can't stand up,happiness
7284,baskew,@HerDesign no one I know likes boiled peanuts t.,surprise
18210,Cayla_89,cannot believe someone smashed my car window and stole my laptop  they obviously dont have a mum!!!,surprise
19148,RoniChristie,@Beauabroughton shud up! lol my device thing doesn't work,fun
6896,d_efty,Just found out - http://tinyurl.com/qlrcec - the fucking frenchies have set a precedent,neutral
27471,mrjie,"Next thing to do tomorrow morning: Temperature Check! It's gonna be a routine till Swine Flu dies. Good Night, everyone!",worry
38962,pj_kent,@FM1079Oxford A 25 year old zebra with wind? Lol,neutral
14286,itvchad,Great first impressions about the little netbook- they only downside is there is no access hatch to upgrade the RAM,sadness
8514,LusaSousa,@candypants2 http://twitpic.com/66wxk - SO jealous right now!!!hate new england weather,fun
7916,Jmichelle22,@hithit  missing jmichelle... told you treat me like a step child! smh,sadness
35504,bill_oh_bill,Amazing night at the drive in,surprise
31391,TatianaToT,@rafealAnthem http://www.CultureShockMag.com  shoutz 2 @DeeJaySchemes the mix on the site is gonna b nervvoouuss,sadness
19700,missjmnz,I cried...,sadness
6178,BibiAzra,@Spiffums I wasn't near him.,sadness
13198,hal9209,"oh no, i need new work shoes...i broke this one!",boredom
3690,criticalhit,Oh man. I have been sick all night. I feel awful.,worry
7936,gablovesarsenal,i'm still full from the buffet at palms.  my stomach actually hurts. ugh gluttony bites.,sadness
12353,stu_art_ist,On way home tonight I saw a newspaper headline 'Susan Boyle quits....' surely not true,neutral
9042,PrincessSakura,"i want a dog or a cat or something  i want something to unconditonally love, thats not materialistic or a family memeber",neutral
11911,evalast,Just finished lunch...Subway Eat Fresh.......now gotta go back to work,neutral
12136,Lizmond,is reminiscing about this time last yr when she was @ the BH2 listening to some awesome music! Shame it can't be repeated,fun
2208,HayleyBee1,Going to revise for physics.,worry
6436,sleep23rd,@aftashok    i dont forget yall...i dont think im lowkey..i think i spend a lot of time on here actually..sometimes too much,worry
38992,samalin24,reconnecting with amadeus and friends,neutral
34676,MissionPunk,"Laughing for no reason...maybe its because its 2:27 and I'm tired, haha. Maybe i should go to bed  Night!",happiness
39781,TheColonial,@gustaf_nk Wouldn't call that cool or dangerous. Reckon it fits into the stupid category,worry
33601,XMissxXxMurderX,"@Escape2TheStars it's ok.  I'll have reached 3,000 tweets and be in dreamland by then so have a good sleep!! talk later.",happiness
38628,Southpaw217,like your first broadcast @supitsemily,love
26772,MissJo_Ladie,@jlovely crossing my fingers for ya! &amp; hey you'll be on my side of town!  Welcome! LOL,fun
29249,Jolene24,Chillen with Csla.. Waiting to start.. Watchin pacquiao rerun..,happiness
38960,naataalieee,@kyoisorange ok ermm I'll meet you in the gym at half four then,enthusiasm
2298,MissxMarisa,"@tsarnick Yeah, that was my thumb last night. Sorry",neutral
18634,pinkcandy88,Is in bed not able to sleep  bloody bipolar!,worry
29391,CaraKeeble,at home with her fam  see you in CoMo tomorrow!,happiness
14672,muzcats,#iusedtobescaredof the girls in the year above me at school,neutral
24822,ikugan26,Going home.. no meeting today,neutral
6992,McFreak_,@danipoynterjudd  its awful. Xxxx,hate
2388,HipHop_Haven,down in my series with denver on 2k9 3-1,neutral
28896,DCHollobaugh,going to see star trak expecting noting but amazing,fun
5556,B1GgP3tE,just realized i gained 40 pounds in the last year  http://bit.ly/wCr3a,worry
33373,xXMCR_LadyXx,@MCRsavedMilife me too,neutral
16200,davefleet,"@AdamSchwabe http://twitpic.com/67owu - Nice - I had tickets for tonight's game, but I'm staying home sick",worry
23700,sugabeet04,@LCLaurenConrad Can't wait to see it tonite!! should be hilarious,happiness
33417,majestic_books,Has finally taken a shower after much distraction from twitter and the bubble wrap off to read  and drink a smoothie,empty
39642,mini_ritz,@Jae878 aha thanks Jae,happiness
14315,coldmelody,"I love summer, but I oddly don't want this school year to end.",sadness
32632,babydollminaj,"happy mother's day to all the mama's out there, be greatful and appreciate your mama",love
6067,AmandaSena,@DaneFiori The thought of splitting the estate is depressing of course! (KIDDING!) I don't like the thought of my parents dying,sadness
8094,bigwillie5,"i got a haircut, i felt like that guy on the &quot;Last Samuri&quot; who was forced to have his ponytail cut off.",sadness
23640,saltymomma,@kkmommy9802  I'm trying to get myself moving this morning!,enthusiasm
18406,nperpetuo,still no date for bon iver next week,worry
12617,SarahPsyDeal,@eedawson It's not gonna storm!  because I said so!,enthusiasm
2190,dreamsthedream,@carocat Nooo  But hey you're back next week! Are you moving back for good?,happiness
35123,ktchaoz,@mrskutcher Happy mothers day,love
36267,lesorleslie,eating truffles  yum!,happiness
23134,westlondonchick,@chaz81 Do U have a Morrisons near u?? Their chemist should be open!,love
1928,Liz31tt,"Getting ready for work and the sun is shining, plus it's the w/e! Bgt tonight..... what am I gonna do after it's finished?!",enthusiasm
30520,RobMcNealy,"@budceiling Sorry.  I'm a squirrellist, and I only talk to black or sliver squirrels.",fun
8928,hypergal027,Working during graduation. What a shame.,sadness
7801,rebekah_nic,@Ferarro Is that why your blog is set to private?,surprise
22267,nibby01,@alicam congratulations,neutral
29136,lisisilveira,@LifeByChocolate alredy had my chocolate  it is impossible to resist ;),happiness
12307,linarijkhoff,Photo: novusnovendo: EYECANDY + LIVE = like a STRIPCLUB! only he keeps his clothes on  BUT he can take them... http://tumblr.com/x2k1wga72,fun
35027,JustVox,"@sashagrey since I'm reading the Twilight series and watching Underworld today, I gotta say...perfect pic for my day",happiness
36301,FrenchTeamVF,"@DougieMcfly Haha dude, we have the same b-date :p I'll wish u ur b-day the 3oth November. I'll also turn 16  Can u reply to me please ?",love
32399,abcdefglynis,Happy Mother's Day!,surprise
13179,Tres_Jolie,My twitter isn't updating.  How am I to know what everyone famous is doing!?!?!?,worry
2404,KristenODay,I miss Feb 23rd 2008  best night of my whole entire fucking life. I'd rather re-live that night then win $1million.,sadness
5716,Know_it_all_guy,Stupid MSN It wont let me onnnn,hate
23811,SomeKuwaitiya,@YousifMind good morning  3asa mo bs important classes ? :p,happiness
37230,scribblegurl,some of my new followers are pretty cool peeps; check 'em out.,surprise
8180,Jakamacs,@bruceswalker   Hi Bruce  I am trying to eat healthy!  It's kinda scary when I read &quot;Eat this Not that&quot;  maggots and rat hair in our food,worry
6578,BEKbeergirl,I want some sushi today,worry
9383,Ran_Flip,I have a stupid Recall on my car,worry
7776,krecks,Had a dream I brought @mandykmusic and @keat to kings island. It was pretty sweet. Bummed they're in poughkeepsie 24 hours before me,neutral
21581,Hargarmoopy,@AmyatQ13 @borborigma I agree about the redesigned Q13 site! Looks great on computer &amp; phone.,happiness
29350,HaTheQueen1,babysitting my hubby cam cam,neutral
31496,love_the_game,@vulcansmuse @lorirusso still waiting to have a beer with Moldovan. At least he's happy I came.,happiness
1009,laurenmikael,Wish I lived in or atleast relatively close to Ohio!   Haven't seen @SmallTown_Troy or @Derk_McLoven in almost a year.,neutral
